productid,weight,fat_content,category,outlet_type
100521,7.935,Low Fat,Dairy,Supermarket Type2
100522,17.25,LF,Frozen Foods,Supermarket Type1
100523,8.26,Regular,Soft Drinks,Supermarket Type1
100524,,Regular,Frozen Foods,Supermarket Type3
100525,,Regular,Meat,Supermarket Type3
100526,6.52,Low Fat,Canned,Supermarket Type1
100527,,Low Fat,Hard Drinks,Supermarket Type3
100528,,Regular,Breads,Grocery Store
100529,13.5,Low Fat,Fruits and Vegetables,Supermarket Type1
100530,9.1,Regular,Frozen Foods,Supermarket Type1
100531,19.2,Regular,Fruits and Vegetables,Supermarket Type1
100532,21.35,Low Fat,Fruits and Vegetables,Supermarket Type1
100533,8.05,Regular,Dairy,Supermarket Type1
100534,,Low Fat,Breads,Grocery Store
100535,12.85,Low Fat,Fruits and Vegetables,Supermarket Type1
100536,9.895,Regular,Canned,Supermarket Type1
100537,20.6,Regular,Dairy,Supermarket Type1
100538,8.985,Regular,Frozen Foods,Supermarket Type1
100539,18.25,Low Fat,Frozen Foods,Supermarket Type1
100540,15.1,Low Fat,Baking Goods,Supermarket Type1
100541,,Regular,Snack Foods,Grocery Store
100542,15.35,Low Fat,Snack Foods,Supermarket Type1
100543,,Low Fat,Canned,Grocery Store
100544,12,Low Fat,Health and Hygiene,Supermarket Type1
100545,,Low Fat,Frozen Foods,Supermarket Type3
100546,9.195,Regular,Snack Foods,Supermarket Type2
100547,18.2,LF,Fruits and Vegetables,Grocery Store
100548,18.85,Regular,Snack Foods,Supermarket Type1
100549,14.85,Regular,Dairy,Supermarket Type1
100550,19.85,Regular,Snack Foods,Supermarket Type1
100551,6.13,LF,Household,Supermarket Type1
100552,,Low Fat,Canned,Grocery Store
100553,,Low Fat,Soft Drinks,Supermarket Type3
100554,18.25,Low Fat,Starchy Foods,Supermarket Type2
100555,17.35,Low Fat,Baking Goods,Supermarket Type2
100556,,Low Fat,Soft Drinks,Supermarket Type3
100557,,Low Fat,Household,Grocery Store
100558,6.52,Low Fat,Canned,Supermarket Type1
100559,13.65,Regular,Frozen Foods,Supermarket Type1
100560,13.5,Low Fat,Household,Supermarket Type1
100561,16,Regular,Fruits and Vegetables,Supermarket Type1
100562,10.6,Low Fat,Dairy,Supermarket Type2
100563,20.85,Low Fat,Snack Foods,Supermarket Type1
100564,7.42,Regular,Snack Foods,Supermarket Type1
100565,14.35,Regular,Frozen Foods,Supermarket Type1
100566,,Low Fat,Snack Foods,Supermarket Type3
100567,20.7,Low Fat,Household,Supermarket Type1
100568,7.97,Low Fat,Seafood,Supermarket Type1
100569,5,Low Fat,Soft Drinks,Supermarket Type1
100570,19.7,Low Fat,Soft Drinks,Supermarket Type1
100571,9,Low Fat,Snack Foods,Supermarket Type1
100572,6.765,Regular,Frozen Foods,Supermarket Type2
100573,4.555,Regular,Frozen Foods,Supermarket Type2
100574,,Regular,Meat,Supermarket Type3
100575,13.15,Regular,Snack Foods,Grocery Store
100576,9.395,Low Fat,Snack Foods,Grocery Store
100577,4.88,Regular,Baking Goods,Supermarket Type1
100578,10,Low Fat,Snack Foods,Grocery Store
100579,10.195,Low Fat,Frozen Foods,Supermarket Type1
100580,11.3,Low Fat,Household,Supermarket Type1
100581,,Regular,Baking Goods,Grocery Store
100582,,Regular,Baking Goods,Supermarket Type3
100583,,Low Fat,Health and Hygiene,Supermarket Type3
100584,20.7,Regular,Dairy,Supermarket Type1
100585,15.35,Low Fat,Soft Drinks,Supermarket Type1
100586,5.44,LF,Dairy,Supermarket Type1
100587,6.715,Regular,Baking Goods,Supermarket Type1
100588,14.1,Low Fat,Snack Foods,Supermarket Type1
100589,11,Regular,Frozen Foods,Supermarket Type1
100590,5.695,Low Fat,Frozen Foods,Supermarket Type1
100591,17.1,Low Fat,Breads,Supermarket Type1
100592,18.6,Low Fat,Snack Foods,Supermarket Type1
100593,,low fat,Fruits and Vegetables,Supermarket Type3
100594,14,Low Fat,Starchy Foods,Supermarket Type1
100595,9.395,reg,Soft Drinks,Supermarket Type1
100596,9.21,Low Fat,Fruits and Vegetables,Supermarket Type1
100597,16.25,Low Fat,Fruits and Vegetables,Supermarket Type1
100598,,Low Fat,Household,Supermarket Type3
100599,20.2,Regular,Breakfast,Supermarket Type2
100600,,Low Fat,Frozen Foods,Supermarket Type3
100601,,Low Fat,Fruits and Vegetables,Supermarket Type3
100602,17.6,Low Fat,Snack Foods,Supermarket Type2
100603,17.6,Regular,Meat,Supermarket Type1
100604,19.2,LF,Household,Supermarket Type1
100605,,Low Fat,Soft Drinks,Supermarket Type3
100606,17.85,Regular,Fruits and Vegetables,Supermarket Type1
100607,17.35,Regular,Frozen Foods,Supermarket Type1
100608,18.6,Regular,Meat,Supermarket Type1
100609,13.85,Regular,Frozen Foods,Grocery Store
100610,20.2,Regular,Breakfast,Grocery Store
100611,7.655,Low Fat,Canned,Supermarket Type1
100612,11.8,Regular,Dairy,Supermarket Type2
100613,18.2,Regular,Baking Goods,Supermarket Type2
100614,20.7,Low Fat,Household,Supermarket Type1
100615,18,Low Fat,Snack Foods,Grocery Store
100616,16.35,Low Fat,Household,Supermarket Type1
100617,14.1,Low Fat,Baking Goods,Supermarket Type1
100618,,Low Fat,Health and Hygiene,Supermarket Type3
100619,,Low Fat,Dairy,Grocery Store
100620,13.5,Low Fat,Fruits and Vegetables,Grocery Store
100621,6.67,Regular,Snack Foods,Grocery Store
100622,12.35,Low Fat,Snack Foods,Supermarket Type1
100623,8.895,Regular,Frozen Foods,Supermarket Type1
100624,17.5,Low Fat,Soft Drinks,Supermarket Type1
100625,15.1,Regular,Fruits and Vegetables,Supermarket Type1
100626,20.5,Low Fat,Household,Supermarket Type2
100627,9.3,Low Fat,Baking Goods,Supermarket Type1
100628,20.25,Regular,Canned,Supermarket Type1
100629,7.105,Low Fat,Household,Supermarket Type1
100630,5.095,Regular,Snack Foods,Supermarket Type1
100631,11.5,Regular,Snack Foods,Supermarket Type1
100632,19.6,Low Fat,Household,Supermarket Type1
100633,8.155,Regular,Frozen Foods,Supermarket Type1
100634,5.175,Low Fat,Canned,Supermarket Type2
100635,12.3,Regular,Starchy Foods,Grocery Store
100636,7.85,Low Fat,Hard Drinks,Supermarket Type1
100637,,Low Fat,Frozen Foods,Grocery Store
100638,10.5,Low Fat,Frozen Foods,Supermarket Type1
100639,18.75,Low Fat,Household,Supermarket Type2
100640,14.65,Low Fat,Hard Drinks,Supermarket Type2
100641,10.8,Low Fat,Soft Drinks,Supermarket Type1
100642,,Low Fat,Soft Drinks,Supermarket Type3
100643,18.35,Regular,Frozen Foods,Supermarket Type1
100644,5.19,Regular,Meat,Supermarket Type1
100645,10.195,Low Fat,Snack Foods,Supermarket Type1
100646,15.1,Regular,Frozen Foods,Supermarket Type1
100647,11.85,Regular,Fruits and Vegetables,Supermarket Type1
100648,12.15,Low Fat,Meat,Supermarket Type1
100649,,low fat,Snack Foods,Grocery Store
100650,,Low Fat,Household,Supermarket Type3
100651,9.6,Regular,Snack Foods,Supermarket Type1
100652,7.535,Low Fat,Soft Drinks,Supermarket Type2
100653,12.6,Low Fat,Household,Supermarket Type1
100654,12.6,Regular,Baking Goods,Supermarket Type1
100655,17.75,Low Fat,Health and Hygiene,Supermarket Type1
100656,15,Low Fat,Hard Drinks,Supermarket Type1
100657,,Low Fat,Dairy,Grocery Store
100658,,Low Fat,Fruits and Vegetables,Supermarket Type3
100659,,Low Fat,Household,Supermarket Type3
100660,5.44,Regular,Baking Goods,Supermarket Type1
100661,12.85,Low Fat,Fruits and Vegetables,Supermarket Type1
100662,9.895,Low Fat,Soft Drinks,Supermarket Type1
100663,12.85,Low Fat,Fruits and Vegetables,Supermarket Type1
100664,10.6,Low Fat,Breads,Supermarket Type1
100665,14.5,Regular,Baking Goods,Supermarket Type1
100666,16.35,Low Fat,Meat,Supermarket Type1
100667,11.15,Low Fat,Baking Goods,Supermarket Type1
100668,18.25,Low Fat,Starchy Foods,Supermarket Type1
100669,,Low Fat,Household,Supermarket Type3
100670,17.25,Regular,Breakfast,Supermarket Type1
100671,10.8,Low Fat,Fruits and Vegetables,Supermarket Type2
100672,20.75,Regular,Seafood,Supermarket Type1
100673,11.5,Low Fat,Fruits and Vegetables,Supermarket Type2
100674,11.8,Regular,Snack Foods,Grocery Store
100675,16.6,Low Fat,Health and Hygiene,Supermarket Type1
100676,17.6,Low Fat,Snack Foods,Supermarket Type1
100677,9.8,Regular,Baking Goods,Supermarket Type2
100678,10.85,Low Fat,Household,Supermarket Type1
100679,16.6,LF,Fruits and Vegetables,Supermarket Type1
100680,7.905,Low Fat,Frozen Foods,Supermarket Type1
100681,,Low Fat,Frozen Foods,Supermarket Type3
100682,12.6,Low Fat,Health and Hygiene,Supermarket Type1
100683,,Low Fat,Household,Grocery Store
100684,20,Regular,Baking Goods,Supermarket Type2
100685,10.195,Regular,Dairy,Supermarket Type1
100686,10.895,Regular,Dairy,Supermarket Type1
100687,18.7,Regular,Meat,Supermarket Type1
100688,14.3,Regular,Meat,Supermarket Type1
100689,13.5,Low Fat,Health and Hygiene,Grocery Store
100690,,Low Fat,Household,Supermarket Type3
100691,17.7,Regular,Fruits and Vegetables,Supermarket Type1
100692,17,Low Fat,Health and Hygiene,Supermarket Type1
100693,20.1,Low Fat,Health and Hygiene,Supermarket Type1
100694,,Regular,Snack Foods,Grocery Store
100695,6.55,Low Fat,Breads,Supermarket Type1
100696,17,Low Fat,Frozen Foods,Supermarket Type1
100697,14.5,Regular,Canned,Supermarket Type1
100698,15.6,Low Fat,Snack Foods,Supermarket Type1
100699,14,Regular,Frozen Foods,Supermarket Type1
100700,5.905,LF,Canned,Supermarket Type1
100701,7.26,Low Fat,Meat,Supermarket Type1
100702,12.3,Low Fat,Soft Drinks,Supermarket Type1
100703,,Low Fat,Frozen Foods,Grocery Store
100704,,Low Fat,Frozen Foods,Supermarket Type3
100705,6.615,Low Fat,Dairy,Supermarket Type1
100706,12.3,Low Fat,Baking Goods,Supermarket Type1
100707,5.905,Low Fat,Canned,Supermarket Type1
100708,,Low Fat,Others,Supermarket Type3
100709,20.1,Regular,Fruits and Vegetables,Supermarket Type1
100710,15,Regular,Meat,Supermarket Type2
100711,12.15,Low Fat,Breads,Supermarket Type1
100712,19,Low Fat,Health and Hygiene,Supermarket Type1
100713,13,Low Fat,Household,Supermarket Type1
100714,12.1,LF,Fruits and Vegetables,Supermarket Type1
100715,7.685,LF,Health and Hygiene,Supermarket Type1
100716,5.825,Low Fat,Household,Supermarket Type1
100717,20.7,Regular,Frozen Foods,Grocery Store
100718,9.695,Regular,Canned,Supermarket Type1
100719,15.85,Low Fat,Household,Supermarket Type1
100720,9.065,Low Fat,Frozen Foods,Supermarket Type1
100721,12,Low Fat,Health and Hygiene,Grocery Store
100722,,Regular,Canned,Grocery Store
100723,5.86,Regular,Meat,Supermarket Type1
100724,7.5,Low Fat,Frozen Foods,Supermarket Type2
100725,6.69,Regular,Meat,Supermarket Type1
100726,10.8,Low Fat,Hard Drinks,Supermarket Type1
100727,8.89,Low Fat,Frozen Foods,Supermarket Type1
100728,,Low Fat,Frozen Foods,Supermarket Type3
100729,18,Low Fat,Household,Supermarket Type1
100730,6.935,Regular,Snack Foods,Supermarket Type1
100731,8.275,Low Fat,Household,Supermarket Type1
100732,15,Regular,Canned,Supermarket Type1
100733,18.35,Low Fat,Dairy,Grocery Store
100734,,Regular,Meat,Supermarket Type3
100735,20.1,Low Fat,Household,Supermarket Type1
100736,16.5,Low Fat,Canned,Supermarket Type2
100737,16,Regular,Meat,Supermarket Type1
100738,15.1,Regular,Fruits and Vegetables,Supermarket Type1
100739,5.175,reg,Snack Foods,Supermarket Type1
100740,20.1,Low Fat,Household,Supermarket Type1
100741,13.3,Low Fat,Baking Goods,Supermarket Type1
100742,12,Low Fat,Canned,Supermarket Type1
100743,7.56,Low Fat,Frozen Foods,Supermarket Type1
100744,7.905,LF,Hard Drinks,Supermarket Type1
100745,18.1,Low Fat,Household,Supermarket Type1
100746,18.85,Regular,Snack Foods,Supermarket Type1
100747,,Low Fat,Household,Supermarket Type3
100748,12.6,Regular,Dairy,Supermarket Type1
100749,15.85,Low Fat,Snack Foods,Supermarket Type1
100750,,Low Fat,Health and Hygiene,Supermarket Type3
100751,20.5,Regular,Fruits and Vegetables,Supermarket Type2
100752,12.15,Regular,Fruits and Vegetables,Supermarket Type1
100753,14.15,Low Fat,Dairy,Supermarket Type1
100754,8.785,Low Fat,Fruits and Vegetables,Supermarket Type1
100755,6.38,Low Fat,Dairy,Supermarket Type1
100756,15.35,Low Fat,Household,Supermarket Type1
100757,19.85,Low Fat,Health and Hygiene,Supermarket Type1
100758,13.15,Low Fat,Soft Drinks,Supermarket Type1
100759,8.35,Regular,Frozen Foods,Supermarket Type2
100760,16.35,Regular,Fruits and Vegetables,Supermarket Type1
100761,8.26,Regular,Soft Drinks,Supermarket Type1
100762,11.8,Low Fat,Health and Hygiene,Supermarket Type1
100763,17.35,Regular,Baking Goods,Supermarket Type1
100764,6.695,Low Fat,Starchy Foods,Supermarket Type2
100765,15.6,Low Fat,Breakfast,Supermarket Type1
100766,,Low Fat,Fruits and Vegetables,Supermarket Type3
100767,15.5,Low Fat,Snack Foods,Supermarket Type1
100768,15.3,Low Fat,Household,Supermarket Type1
100769,11.6,Regular,Breakfast,Supermarket Type2
100770,20.5,Regular,Frozen Foods,Supermarket Type1
100771,9.5,Low Fat,Hard Drinks,Supermarket Type2
100772,16.2,Regular,Frozen Foods,Supermarket Type1
100773,10.5,Low Fat,Fruits and Vegetables,Grocery Store
100774,,Regular,Baking Goods,Grocery Store
100775,10.3,LF,Baking Goods,Supermarket Type1
100776,6.615,Low Fat,Dairy,Supermarket Type2
100777,9.1,Regular,Breads,Supermarket Type1
100778,20.75,Regular,Breakfast,Supermarket Type1
100779,,Low Fat,Snack Foods,Supermarket Type3
100780,,Low Fat,Canned,Supermarket Type3
100781,8.185,LF,Fruits and Vegetables,Supermarket Type1
100782,11.8,Low Fat,Hard Drinks,Supermarket Type1
100783,16.75,reg,Soft Drinks,Supermarket Type1
100784,19.7,Low Fat,Snack Foods,Supermarket Type2
100785,21.1,Low Fat,Household,Grocery Store
100786,17.85,Low Fat,Breads,Supermarket Type1
100787,16,Low Fat,Household,Supermarket Type2
100788,16.75,LF,Snack Foods,Supermarket Type1
100789,11.8,Regular,Canned,Supermarket Type1
100790,5.735,Low Fat,Fruits and Vegetables,Supermarket Type1
100791,9.285,Regular,Frozen Foods,Supermarket Type2
100792,16,Regular,Meat,Supermarket Type2
100793,5.155,LF,Frozen Foods,Supermarket Type1
100794,10.195,Regular,Fruits and Vegetables,Supermarket Type1
100795,8.71,Low Fat,Canned,Supermarket Type2
100796,19.35,Low Fat,Snack Foods,Supermarket Type1
100797,8.895,reg,Snack Foods,Supermarket Type1
100798,16.5,Low Fat,Household,Supermarket Type2
100799,19.75,Low Fat,Snack Foods,Grocery Store
100800,8.68,Low Fat,Frozen Foods,Supermarket Type1
100801,15.6,Low Fat,Others,Supermarket Type1
100802,19.6,Regular,Snack Foods,Supermarket Type2
100803,,Low Fat,Baking Goods,Grocery Store
100804,16.25,Low Fat,Dairy,Supermarket Type1
100805,18,Low Fat,Starchy Foods,Supermarket Type1
100806,9.695,Low Fat,Snack Foods,Supermarket Type1
100807,9.5,Regular,Starchy Foods,Supermarket Type1
100808,10.5,Low Fat,Household,Supermarket Type1
100809,6.65,Low Fat,Canned,Supermarket Type1
100810,8.26,Regular,Soft Drinks,Supermarket Type1
100811,17.75,Low Fat,Others,Supermarket Type1
100812,6.325,Low Fat,Frozen Foods,Supermarket Type1
100813,14.3,Regular,Fruits and Vegetables,Supermarket Type1
100814,10.195,Low Fat,Snack Foods,Supermarket Type1
100815,20.6,reg,Snack Foods,Supermarket Type1
100816,19.6,Low Fat,Snack Foods,Supermarket Type1
100817,8.42,Regular,Canned,Supermarket Type1
100818,19.6,Low Fat,Snack Foods,Supermarket Type1
100819,12.85,Low Fat,Fruits and Vegetables,Supermarket Type1
100820,11,Low Fat,Health and Hygiene,Grocery Store
100821,14.85,Regular,Dairy,Supermarket Type1
100822,15.6,Regular,Snack Foods,Grocery Store
100823,12.35,Low Fat,Household,Supermarket Type2
100824,,Low Fat,Dairy,Grocery Store
100825,5.73,Low Fat,Soft Drinks,Supermarket Type1
100826,5.78,Low Fat,Breads,Supermarket Type1
100827,19.2,Regular,Frozen Foods,Supermarket Type1
100828,20.5,Low Fat,Household,Supermarket Type1
100829,11.6,Low Fat,Dairy,Supermarket Type2
100830,9.195,Regular,Frozen Foods,Supermarket Type1
100831,5.98,Low Fat,Hard Drinks,Grocery Store
100832,9.395,Low Fat,Snack Foods,Supermarket Type1
100833,5.75,Regular,Dairy,Supermarket Type1
100834,19,Low Fat,Snack Foods,Supermarket Type1
100835,,LF,Fruits and Vegetables,Supermarket Type3
100836,20.35,Low Fat,Meat,Supermarket Type1
100837,10.695,Regular,Breakfast,Supermarket Type1
100838,20.2,Regular,Breakfast,Supermarket Type1
100839,18.7,Low Fat,Soft Drinks,Supermarket Type2
100840,,Regular,Snack Foods,Supermarket Type3
100841,,Low Fat,Fruits and Vegetables,Grocery Store
100842,9.105,Low Fat,Household,Supermarket Type2
100843,16.75,Low Fat,Hard Drinks,Supermarket Type1
100844,5.655,Low Fat,Fruits and Vegetables,Supermarket Type1
100845,7.905,Low Fat,Hard Drinks,Grocery Store
100846,18.85,Low Fat,Baking Goods,Supermarket Type2
100847,9.8,Regular,Baking Goods,Supermarket Type1
100848,12.15,Low Fat,Others,Supermarket Type2
100849,15.6,Low Fat,Others,Supermarket Type2
100850,,Low Fat,Snack Foods,Supermarket Type3
100851,7.725,Low Fat,Canned,Supermarket Type1
100852,,LF,Household,Supermarket Type3
100853,15.5,Regular,Fruits and Vegetables,Supermarket Type1
100854,8.895,Low Fat,Dairy,Supermarket Type1
100855,10.3,Low Fat,Dairy,Supermarket Type2
100856,20.85,Regular,Breads,Supermarket Type1
100857,20,Regular,Baking Goods,Supermarket Type1
100858,,Low Fat,Household,Grocery Store
100859,20.25,Low Fat,Dairy,Supermarket Type1
100860,12.35,LF,Fruits and Vegetables,Supermarket Type1
100861,,Regular,Fruits and Vegetables,Supermarket Type3
100862,13.85,Regular,Meat,Supermarket Type1
100863,19.25,Regular,Frozen Foods,Supermarket Type1
100864,9.6,Low Fat,Baking Goods,Supermarket Type1
100865,8.43,Low Fat,Soft Drinks,Grocery Store
100866,,Low Fat,Household,Supermarket Type3
100867,19.7,Low Fat,Snack Foods,Supermarket Type1
100868,14,Low Fat,Health and Hygiene,Supermarket Type1
100869,8,Regular,Breads,Supermarket Type1
100870,6.095,Low Fat,Others,Supermarket Type1
100871,,Low Fat,Breads,Grocery Store
100872,13.3,Low Fat,Snack Foods,Supermarket Type1
100873,12.5,Low Fat,Household,Supermarket Type1
100874,14,Regular,Dairy,Supermarket Type1
100875,15.5,Low Fat,Soft Drinks,Grocery Store
100876,17.35,Regular,Baking Goods,Supermarket Type2
100877,13.15,Low Fat,Breads,Supermarket Type1
100878,16.85,Regular,Snack Foods,Supermarket Type1
100879,6.8,Low Fat,Baking Goods,Supermarket Type1
100880,6.78,Regular,Baking Goods,Supermarket Type1
100881,,Low Fat,Snack Foods,Supermarket Type3
100882,,Low Fat,Snack Foods,Supermarket Type3
100883,11.15,Low Fat,Baking Goods,Supermarket Type2
100884,,Low Fat,Fruits and Vegetables,Supermarket Type3
100885,20.25,Regular,Canned,Supermarket Type2
100886,,Low Fat,Starchy Foods,Supermarket Type3
100887,,Regular,Fruits and Vegetables,Grocery Store
100888,,Low Fat,Baking Goods,Grocery Store
100889,7.96,Low Fat,Canned,Supermarket Type1
100890,12.15,Low Fat,Meat,Supermarket Type1
100891,5.425,Regular,Baking Goods,Supermarket Type1
100892,15.1,Low Fat,Baking Goods,Supermarket Type1
100893,7.42,Regular,Snack Foods,Supermarket Type1
100894,17.35,Regular,Frozen Foods,Supermarket Type1
100895,16,Low Fat,Dairy,Supermarket Type1
100896,,Low Fat,Snack Foods,Supermarket Type3
100897,11.65,Regular,Meat,Supermarket Type1
100898,10.5,Regular,Starchy Foods,Supermarket Type1
100899,6.13,Low Fat,Household,Supermarket Type2
100900,18.85,Low Fat,Snack Foods,Supermarket Type2
100901,17.75,Low Fat,Baking Goods,Supermarket Type1
